Year,Agency ID,Agency Name,Program Name,County,Calculation Method,Total Children Served, Expenditure ,Population
2021,DHS,Department of Human Services,Child Care Benefits,Anderson,Actual,223,*,
2021,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Anderson,Actual,4196,*,
2021,DHS,Department of Human Services,TANF/Families First,Anderson,Actual,292,*,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement 0-5,Anderson,Actual,128,"$1,111 ",
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement K-3,Anderson,Actual,410,"$2,071 ",
2021,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Anderson,Actual,46,"$22,000 ",
2021,DOH,Tennessee Department of Health,AIDS Prevention,Anderson,Estimate,19,"$18,206 ",
2021,DOH,Tennessee Department of Health,Child Health,Anderson,Estimate,495,"$86,052 ",
2021,DOH,Tennessee Department of Health,Children's Special Services,Anderson,Estimate,66,"$120,583 ",
2021,DOH,Tennessee Department of Health,Dental Clinical,Anderson,Estimate,4,"$2,548 ",
2021,DOH,Tennessee Department of Health,Family Planning,Anderson,Estimate,55,"$17,208 ",
2021,DOH,Tennessee Department of Health,STI,Anderson,Estimate,59,$806 ,
2021,DOH,Tennessee Department of Health,TB,Anderson,Estimate,4,"$4,695 ",
2021,DOH,Tennessee Department of Health,TnCare Advocacy,Anderson,Estimate,402,"$77,887 ",
2021,DOH,Tennessee Department of Health,TnCare EPSD&T Screening,Anderson,Estimate,128,"$42,787 ",
2021,DOH,Tennessee Department of Health,Tobacco Cessation,Anderson,Estimate,1,"$87,243 ",
2021,DOH,Tennessee Department of Health,WIC Breastfeeding Promotion,Anderson,Estimate,29,"$2,768 ",
2021,TAC,TN Arts Commission,Community Learning (AE-CL),Anderson,Actual,13,"$1,400 ",
2021,TAC,TN Arts Commission,Student Ticket Subsidies,Anderson,Actual,330,"$1,312 ",
2021,Volun_T,Volunteer TN,Youth Civic Engagement,Anderson,Estimate,35,"$6,617 ",
2021,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Anderson,Actual,445,"$477,790 ",
2021,DOE,Department of Education,CCTE Perkins Basic Grant,Anderson,Estimate,11809,"$183,112 ",
2021,DOE,Department of Education,CCTE Perkins Reserve Grant,Anderson,Estimate,991,"$116,000 ",
2021,DOE,Department of Education,Coordinated School Health,Anderson,Estimate,11604,"$250,000 ",
2021,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Anderson,Estimate,12564,"$2,704,183 ",
2021,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Anderson,Estimate,2411,"$423,315 ",
2021,DOE,Department of Education,ESSA-Title III English Language Acquisition,Anderson,Actual,129,"$17,741 ",
2021,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Anderson,Estimate,12562,"$199,455 ",
2021,DOE,Department of Education,ESSER 1.0,Anderson,Estimate,12085,"$2,279,202 ",
2021,DOE,Department of Education,ESSER 2.0,Anderson,Estimate,12085,"$9,007,032 ",
2021,DOE,Department of Education,Family Resource Center (FRC),Anderson,Estimate,3684,"$90,034 ",
2021,DOE,Department of Education,Family Resource Center (FRC),Anderson,Estimate,3070,"$32,000 ",
2021,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Anderson,Estimate,3692,"$2,923,034 ",
2021,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Anderson,Estimate,187,"$141,520 ",
2021,DOE,Department of Education,Innovative High School Programs,Anderson,Estimate,824,"$1,241,000 ",
2021,DOE,Department of Education,SNP Afterschool Snack Program,Anderson,Estimate,470,"$34,339 ",
2021,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Anderson,Estimate,745,"$37,250 ",
2021,DOE,Department of Education,SNP National School Lunch Program,Anderson,Estimate,5930,"$2,869,095 ",
2021,DOE,Department of Education,SNP School Breakfast Program,Anderson,Estimate,6717,"$1,588,000 ",
2021,DOE,Department of Education,SSMS,Anderson,Actual,7045,"$10,920 ",
2021,DOE,Department of Education,Safe Schools Act of 1998,Anderson,Estimate,11378,"$236,990 ",
2021,DOE,Department of Education,School Resource Officer Grant,Anderson,Estimate,5953,"$455,000 ",
2021,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Anderson,Estimate,104,"$564,486 ",
2021,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Anderson,Actual,66,"$191,536 ",
2021,DOE,Department of Education,USDA NSLP Equipment Assistance Grant,Anderson,Estimate,5700,"$62,084 ",
2021,DOE,Department of Education,VPK - Voluntary pre-K,Anderson,Actual,267,"$1,196,288 ",
2021,DOE_BEP,Department of Education,Basic Education Program (BEP),Anderson,Actual,11604,"$61,115,000 ",
2021,GELF,Governor's Early Literacy Foundation,K-3 Rising First,Anderson,Actual,835,"$18,553 ",
2021,GELF,Governor's Early Literacy Foundation,TN's Immagination Library,Anderson,Actual,4094,"$34,717 ",
2015,DOH,Department of Health,Child Health,Bedford,Actual,1625,"$33,900 ","46,948"
2015,DOH,Department of Health,Children's Special Services (CSS) DPA,Bedford,Actual,77,$400 ,"46,948"
2015,DOH,Department of Health,Dental Clinical,Bedford,Actual,112,"$6,800 ","46,948"
2015,DOH,Department of Health,Family Planning,Bedford,Actual,338,"$3,100 ","46,948"
2015,DOH,Department of Health,Sexually Transmitted Diseases,Bedford,Actual,300,$900 ,"46,948"
2015,DOH,Department of Health,TennCare Advocacy,Bedford,Actual,1993,"$23,700 ","46,948"
2015,DOH,Department of Health,TennCare EPSD&T Screening,Bedford,Actual,392,"$3,800 ","46,948"
2015,DOH,Department of Health,TN Home Visiting - (HUGS),Bedford,Actual,88,$600 ,"46,948"
2015,DOH,Department of Health,Tuberculosis Elimination,Bedford,Actual,198,$300 ,"46,948"
2015,DOH,Department of Health,WIC Office Visit,Bedford,Actual,1892,"$21,600 ","46,948"
2015,DOH,Department of Health,Women's Health,Bedford,Actual,81,$200 ,"46,948"
2015,DHS,Department of Human Services,Child Care Benefits,Bedford,Actual,165,*,"46,948"
2015,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bedford,Actual,5288,*,"46,948"
2015,DHS,Department of Human Services,TANF/Families First,Bedford,Actual,645,*,"46,948"
2015,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Bedford,Estimate,1510,"$19,288 ","46,948"
2015,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bedford,Estimate,55,"$16,500 ","46,948"
2015,TSM,Tennessee State Museum,Public Programs,Bedford,Estimate,190,"$6,083 ","46,948"
2015,TSM,Tennessee State Museum,Public Programs,Bedford,Estimate,190,"$4,578 ","46,948"
2015,DOE,Department of Education,Internet Connectivity,Bedford,Actual,8198,"$23,965 ","46,948"
2015,DOE,Department of Education,CCTE Perkins Basic Grant,Bedford,Actual,3251,"$123,358 ","46,948"
2015,DOE,Department of Education,Enrichment and Remediation,Bedford,Actual,0,"$60,745 ","46,948"
2015,DOE,Department of Education,Coordinated School Health,Bedford,Actual,8335,"$82,000 ","46,948"
2015,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Bedford,Actual,8225,"$2,004,541 ","46,948"
2015,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Bedford,Actual,8847,"$235,721 ","46,948"
2015,DOE,Department of Education,ESEA-Title III English Language Acquisition,Bedford,Actual,543,"$75,573 ","46,948"
2015,DOE,Department of Education,ESEA- Title III Supplemental Immigrant Grant,Bedford,Actual,36,"$3,521 ","46,948"
2015,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Bedford,Actual,133,"$28,000 ","46,948"
2015,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bedford,Actual,7836,"$159,138 ","46,948"
2015,DOE,Department of Education,"IDEA, Part B  (611)",Bedford,Actual,879,"$1,645,534 ","46,948"
2015,DOE,Department of Education,IDEA-Part b-Preschool,Bedford,Actual,87,"$38,704 ","46,948"
2015,DOE,Department of Education,Bedford County Schools - LEAPs - Lottery for Educ,Bedford,Actual,309,"$227,871 ","46,948"
2015,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bedford,Estimate,3267,"$84,211 ","46,948"
2015,DOE,Department of Education,SNP National School Lunch Program,Bedford,Estimate,6891,"$2,949,169 ","46,948"
2015,DOE,Department of Education,SNP School Breakfast Program,Bedford,Estimate,3210,"$909,513 ","46,948"
2015,DOE,Department of Education,SSMS,Bedford,Actual,8198,"$20,905 ","46,948"
2015,DOE,Department of Education,Safe Schools Act of 1998,Bedford,Estimate,1579,"$47,970 ","46,948"
2015,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bedford,Actual,47,"$332,299 ","46,948"
2015,DOE,Department of Education,VPK - Voluntary Pre-K,Bedford,Estimate,81,"$389,674 ","46,948"
2015,DOE_BEP,Department of Education,Basic Education Program (BEP),Bedford,Actual,8198,"$40,525,000 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Building Strong Families in Rural Tennessee,Bedford,Estimate,11,"$19,280 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Creating Jobs Initiative,Bedford,Estimate,0,"$3,209 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Teen Screen,Bedford,Estimate,10,"$3,747 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,"Therapeutic Intervention, Education and Skills",Bedford,Estimate,5,"$31,874 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,"Therapeutic Intervention, Education, and Skills",Bedford,Estimate,0,"$5,469 ","46,948"
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Violence and Bullying Prevention,Bedford,Estimate,209,"$7,500 ","46,948"
2016,DCS,Department of Children's Services,Adoption - Support Services,Bedford,Estimate,53,"$448,300 ",
2016,DCS,Department of Children's Services,Foster Care,Bedford,Estimate,47,"$293,600 ",
2016,DOH,Department of Health,AIDS Prevention,Bedford,Estimate,33,$347 ,
2016,DOH,Department of Health,Child Health,Bedford,Estimate,1321,"$93,160 ",
2016,DOH,Department of Health,Children's Special Services,Bedford,Actual,5,"$7,056 ",
2016,DOH,Department of Health,Family Planning,Bedford,Estimate,100,"$5,263 ",
2016,DOH,Department of Health,Men's Health,Bedford,Estimate,17,"$4,570 ",
2016,DOH,Department of Health,Sexually Transmitted Diseases,Bedford,Actual,314,"$22,363 ",
2016,DOH,Department of Health,TennCare EPSD&T Screening,Bedford,Actual,634,"$116,697 ",
2016,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Bedford,Actual,1714,"$46,873 ",
2016,DOH,Department of Health,TN Home Visiting - (HUGS),Bedford,Actual,61,"$60,461 ",
2016,DOH,Department of Health,WIC Office Visit,Bedford,Actual,1570,"$154,388 ",
2016,DHS,Department of Human Services,Child Care Benefits,Bedford,Actual,159,*,
2016,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bedford,Actual,5044,*,
2016,DHS,Department of Human Services,TANF/Families First,Bedford,Actual,541,*,
2016,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Bedford,Actual,1759,"$22,239 ",
2016,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bedford,Estimate,31,"$16,500 ",
2016,TAC,TN Arts Commission,Student Ticket Subsidies,Bedford,Actual,1113,"$3,877 ",
2016,TSM,TN State Museum,Museum Visitations,Bedford,Actual,359,*,
2016,TSM,TN State Museum,Traveling Trunks,Bedford,Actual,258,*,
2016,DOE,Department of Education,Internet Connectivity,Bedford,Actual,8343,"$22,483 ",
2016,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bedford,Actual,583,"$312,841 ",
2016,DOE,Department of Education,CCTE Perkins Basic Grant,Bedford,Actual,2311,"$124,898 ",
2016,DOE,Department of Education,Drivers Education,Bedford,Actual,327,"$29,267 ",
2016,DOE,Department of Education,Coordinated School Health,Bedford,Actual,8461,"$82,000 ",
2016,DOE,Department of Education,ESEA - Math Science Partnership,Bedford,Estimate,11068,"$631,686 ",
2016,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Bedford,Actual,8956,"$1,974,392 ",
2016,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Bedford,Actual,8956,"$235,866 ",
2016,DOE,Department of Education,ESEA-Title III English Language Acquisition,Bedford,Actual,574,"$70,929 ",
2016,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Bedford,Estimate,126,"$23,500 ",
2016,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bedford,Actual,8282,"$158,775 ",
2016,DOE,Department of Education,"IDEA, Part B  (611)",Bedford,Actual,854,"$1,667,669 ",
2016,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Bedford,Actual,77,"$46,862 ",
2016,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bedford,Estimate,1583,"$75,519 ",
2016,DOE,Department of Education,SNP National School Lunch Program,Bedford,Estimate,6926,"$3,115,450 ",
2016,DOE,Department of Education,SNP School Breakfast Program,Bedford,Estimate,3291,"$940,584 ",
2016,DOE,Department of Education,SSMS,Bedford,Estimate,8343,"$21,276 ",
2016,DOE,Department of Education,Safe Schools Act of 1998,Bedford,Estimate,1579,"$49,060 ",
2016,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Bedford,Actual,36,"$224,730 ",
2016,DOE,Department of Education,VPK - Voluntary Pre-K,Bedford,Estimate,76,"$389,674 ",
2016,DOE_BEP,Department of Education,Basic Education Program (BEP),Bedford,Actual,8343,"$40,525,000 ",
2017,DCS,Department of Children's Services,Adoption - Support Services,Bedford,Estimate,52,"$437,624 ",
2017,DCS,Department of Children's Services,Foster Care,Bedford,Estimate,71,"$138,201 ",
2017,DOH,Department of Health,AIDS Prevention,Bedford,Estimate,102,"$6,712 ",
2017,DOH,Department of Health,Child Health,Bedford,Actual,1638,"$156,898 ",
2017,DOH,Department of Health,Family Planning,Bedford,Estimate,308,"$66,822 ",
2017,DOH,Department of Health,Men's Health,Bedford,Estimate,11,"$4,200 ",
2017,DOH,Department of Health,Sexually Transmitted Diseases,Bedford,Actual,342,"$17,478 ",
2017,DOH,Department of Health,TennCare EPSD&T Screening,Bedford,Actual,1176,"$224,778 ",
2017,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Bedford,Actual,1892,"$74,208 ",
2017,DOH,Department of Health,TN Home Visiting - (HUGS),Bedford,Actual,3,"$39,093 ",
2017,DOH,Department of Health,WIC,Bedford,Estimate,700,"$1,079,453 ",
2017,DOH,Department of Health,Women's Health,Bedford,Actual,79,"$16,171 ",
2017,DHS,Department of Human Services,Child Care Benefits,Bedford,Actual,254,*,
2017,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Bedford,Actual,4810,*,
2017,DHS,Department of Human Services,TANF/Families First,Bedford,Actual,466,*,
2017,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Bedford,Estimate,1978,"$24,597 ",
2017,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Bedford,Actual,155,"$18,000 ",
2017,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Bedford,Actual,159,"$117,374 ",
2017,TAC,TN Arts Commission,Student Ticket Subsidies,Bedford,Actual,535,*,
2017,TSM,TN State Museum,Museum Visitations,Bedford,Actual,491,*,
2017,TSM,TN State Museum,Traveling Trunks,Bedford,Actual,220,*,
2017,DOE,Department of Education,Internet Connectivity,Bedford,Actual,8419,"$22,645 ",
2017,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Bedford,Actual,583,"$319,699 ",
2017,DOE,Department of Education,CCTE Perkins Basic Grant,Bedford,Actual,2423,"$158,267 ",
2017,DOE,Department of Education,Drivers Education,Bedford,359,"$32,039 ",,
2017,DOE,Department of Education,Coordinated School Health,Bedford,Estimate,8600,"$71,125 ",
2017,DOE,Department of Education,ESEA - Math Science Partnership,Bedford,Estimate,11068,"$438,000 ",
2017,DOE,Department of Education,"ESEA-Title I, Part A-School Improvement",Bedford,Estimate,9083,"$2,254,129 ",
2017,DOE,Department of Education,ESEA-Title II-Teacher Quality-State Agencies,Bedford,Actual,8956,"$235,866 ",
2017,DOE,Department of Education,"ESEA-Title II, Part A - Improving Teacher Quality",Bedford,Actual,8956,"$235,866 ",
2017,DOE,Department of Education,ESEA-Title III English Language Acquisition,Bedford,Actual,821,"$72,761 ",
2017,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Bedford,Actual,102,"$18,814 ",
2017,DOE,Department of Education,ESEA- Title VI-Rural and Low Income Students,Bedford,Actual,8051,"$178,980 ",
2017,DOE,Department of Education,ESEA-Title III - English Lang. Acquist.-Immigrant,Bedford,Actual,198,"$3,455 ",
2017,DOE,Department of Education,"IDEA, Part B  (611)",Bedford,Actual,847,"$1,783,102 ",
2017,DOE,Department of Education,"IDEA, Preschool (619) Discretionary",Bedford,Actual,79,"$35,788 ",
2017,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Bedford,Estimate,400,"$23,125 ",
2017,DOE,Department of Education,SNP National School Lunch Program,Bedford,Estimate,6900,"$3,271,846 ",
2017,DOE,Department of Education,SNP School Breakfast Program,Bedford,Estimate,3869,"$1,150,512 ",
